"GermplasmId","MG","MG_factor","GermplasmId_name","Chlorosis","Height","Lodging","Maturity","Oil","Protein","SeedQuality","SeedSize","Shattering","YieldBuA"
"K08_6247_MGIV",4,"MGIV","K08_6247",NA,29.185943551616,2.24043197952781,278.956555359657,NA,NA,1.35556261326792,15.6691290459536,2.7591376202497,58.099802504865
"K08_6336_MGIV",4,"MGIV","K08_6336",NA,33.263221807318,2.1528911051836,285.256619611831,16.3189959083557,38.2130775944883,1.00589541804467,17.4134057546117,1.19774414555332,50.6564884197563
"K08_6591_MGIV",4,"MGIV","K08_6591",NA,30.1618769094022,1.85508314894551,285.034397389608,15.5592185583794,38.5242902175475,1.0770077268753,16.7917112523349,1.19774414555332,47.3805855279329
"K09_1614_MGIV",4,"MGIV","K09_1614",NA,31.7327156144853,2.57006330766184,274.287066926885,NA,NA,1.1495525798138,19.8853812448441,2.7591376202497,50.0799589483328
"K09_2475_MGIV",4,"MGIV","K09_2475",NA,32.6651296085306,2.59158888128428,275.001352641171,NA,NA,0.815112327387655,17.3761171535419,2.7591376202497,54.2340737882689
"K09_4069_MGIV",4,"MGIV","K09_4069",NA,30.7963226109017,2.16058711950876,278.144209784028,NA,NA,1.14069722707131,17.377935181093,1.7591376202497,50.2600653388893
"K09_4157_MGIV",4,"MGIV","K09_4157",NA,36.4565395204237,2.19780757840672,278.715638355456,NA,NA,1.2236615873737,17.7026249284367,2.7591376202497,52.6613678498937
"K10_2146_MGIV",4,"MGIV","K10_2146",NA,33.5820902244366,2.28130931819139,281.997687976329,16.800247548322,36.248157127203,0.733741607707206,17.3376261396896,2.29550253574578,58.5903659323306
"K10_2385_MGIII",3,"MGIII","K10_2385",NA,22.9325170791685,2.39105040520133,277.439064476364,16.6169777499043,38.2786826374601,1.36729236252461,17.5288704102889,2.29550253574578,51.1135091746288
"K10_2644_MGIV",4,"MGIV","K10_2644",NA,31.4469636938821,2.26793071716758,281.664354642996,16.80460378836,37.2660973240977,0.934479553769083,17.8215799783355,2.29550253574578,51.3765115945955
"K10_8022_MGIV",4,"MGIV","K10_8022",NA,31.4491255980378,2.45007269458424,285.164354642996,16.1741423615732,37.3092867005977,0.726731120119404,13.7900646725532,2.29550253574578,54.1719821408142
"K10_8500_MGIV",4,"MGIV","K10_8500",NA,37.3860453258135,2.31016322996518,285.831021309662,16.8141423615732,36.6092867005977,0.725255227995656,14.3554903285947,2.29550253574578,51.5163574829511
"K11_1163_MGIV",4,"MGIV","K11_1163",NA,33.9483144415417,2.52509296983098,275.596429647285,16.8434159723538,36.863940690423,1.54345578355108,17.3993195330849,2.81461005214247,58.6507939201714
"K11_1173_MGIV",4,"MGIV","K11_1173",NA,37.5918664821631,2.83899574828633,276.721429647285,17.2042743189699,36.6600204278967,1.34096521559225,18.3784753276549,2.96461005214246,61.2975523100274
"K11_1196_MGIV",4,"MGIV","K11_1196",NA,32.9703481155091,2.47845253600063,272.721429647285,16.5964846924676,36.7977612811071,1.03732056833474,16.6734213914061,3.11461005214247,55.2313002572061
"K11_1204_MGIV",4,"MGIV","K11_1204",NA,34.3773491352893,2.35519482213455,276.346429647285,16.9164524389889,36.828990526344,1.14179540491186,16.5479233961316,2.46461005214247,57.9694661800754
"K11_1252_MGIV",4,"MGIV","K11_1252",NA,34.4262807675743,2.13423340366133,278.471429647285,17.212954545567,36.267130066923,1.18709099876741,16.2252176747638,2.46461005214247,58.6702875831367
"K11_1289_MGIV",4,"MGIV","K11_1289",NA,32.806383829037,2.04779667443812,277.096429647285,17.2547034922779,36.6880602966335,1.26513502627264,17.8590272591783,2.31461005214247,58.7256384399794
"K11_1778_MGIV",4,"MGIV","K11_1778",NA,32.068211380079,1.97402969905419,276.971429647285,17.2816670256429,36.7430104607125,1.49041175604585,16.9905099486705,2.46461005214247,62.1579430633287
"K11_2216_MGIV",4,"MGIV","K11_2216",NA,31.5241440321443,2.12981056671488,282.721429647285,16.7198858254532,37.5133094762389,1.10268218647852,16.5173062320283,1.46461005214247,57.5719303892594
