"GermplasmId","MG","Chlorosis_Blues_Plus_intercept","GreenStem_Blues_Plus_intercept","Height_Blues_Plus_intercept","Lodging_Blues_Plus_intercept","Maturity_Blues_Plus_intercept","Oil_Blues_Plus_intercept","Protein_Blues_Plus_intercept","SDS_Blues_Plus_intercept","SeedQuality_Blues_Plus_intercept","SeedSize_Blues_Plus_intercept","Shattering_Blues_Plus_intercept","YieldBuA_Blues_Plus_intercept"
"U97_202942_MGII",2,3.5359018025484,NA,28.7883094402355,2.72967937963908,260.057016792492,17.204526000847,37.7689594576491,NA,NA,18.2412984159805,1.84544884269946,47.6952259974772
"U97_202973_MGII",2,2.6359018025484,NA,27.8068793500049,2.41857619797699,261.182016792492,16.680330614403,37.3985351282365,NA,NA,19.9954652494682,1.84544884269946,48.3924825879148
"U97_2030_MGII",2,2.88864449927648,NA,35.8404246385349,2.52201397110765,267.112538685406,16.6780254255427,37.3356146190654,NA,NA,17.6490962424887,NA,49.4509393349324
"U97_203021_MGIII",3,2.7359018025484,NA,33.6680950433149,2.28462632307823,273.64659185616,17.2283145365129,37.9903477392758,NA,NA,16.1963616789327,1.84544884269946,48.0134004570534
"U97_203024_MGIII",3,3.3359018025484,NA,32.505955223776,2.49433268640243,271.39659185616,17.1515143700427,38.3061627667288,NA,NA,18.0755280119572,1.84544884269946,49.9126501074404
"U97_203025_MGIII",3,3.6359018025484,NA,34.4164319205194,2.42303374695646,271.02159185616,16.9644779610053,38.7851123196705,NA,NA,18.4824724007946,1.84544884269946,49.4805849196936
"U97_203026_MGII",2,3.3359018025484,NA,36.9402868169886,2.71783190558532,265.057016792492,16.7422535573303,38.2845247517633,NA,NA,17.3195398981483,1.84544884269946,45.8298529116472
"U97_203048_MGII",2,3.1359018025484,NA,34.5315650960472,2.86701624815253,258.807016792492,16.8500077963283,37.1021842341199,NA,NA,17.2061130454385,1.84544884269946,42.1488750954447
"U97_207103_MGIII",3,3.5359018025484,NA,39.9941296581948,2.88059899955108,271.52159185616,17.2095143700427,37.4651627667288,NA,NA,19.1065465490114,1.84544884269946,47.8697929645832
"U97_207115_MGIII",3,2.7359018025484,NA,30.0650830516818,2.51300112065915,270.77159185616,18.6421324913262,36.2670955039844,NA,NA,19.3079353266862,1.84544884269946,46.0830176516719
"U97_207134_MGII",2,3.62911704335334,4.66833830509639,29.6716507692639,2.59386797484923,264.437040102245,16.7633744716052,37.6827505003225,-17.6889540805985,NA,17.4309592808003,2.3189876755095,51.6624307296975
"U97_207134_MGIII",3,4.01336819979838,2.03181168107493,27.7287662562371,2.21365505759708,264.932130063189,16.6914161377613,38.3553314014827,-17.3480969407843,1.8424133097618,16.9307823769348,4.28653598892121,46.7611123202174
"U97_207135_MGII",2,3.3359018025484,NA,37.3389379481509,2.50779927928801,264.807016792492,17.0989671482929,36.581224304705,NA,NA,15.9950028240399,3.84544884269946,47.2894285007683
"U97_207143_MGII",2,3.3359018025484,NA,33.5956822923392,2.32046241077456,266.057016792492,16.8607808641082,38.469062587057,NA,NA,16.7926881945818,1.84544884269946,46.8796975728551
