"GermplasmId_2","GermplasmId","MG","Year"
"ND05_17925","ND05_17925","MG00",2008
"ND05_17926","ND05_17926","MG0",2008
"ND05_17929","ND05_17929","MG00",2008
"ND05_17933","ND05_17933","MG0",2008
"ND05_17934","ND05_17934","MG00",2008
"ND05_18009","ND05_18009","MG00",2008
"ND05_18121","ND05_18121","MG00",2008
"ND05_18183","ND05_18183","MG00",2008
"ND05_18208_MG0","ND05_18208","MG0",2008
"ND05_18393","ND05_18393","MG0",2008
"ND05_18645","ND05_18645","MG00",2008
"ND05_18697","ND05_18697","MG0",2008
"ND05_18701","ND05_18701","MG0",2008
"ND05_19006","ND05_19006","MG0",2008
"ND05_19088","ND05_19088","MG00",2008
"ND05_2634","ND05_2634","MG00",2008
"ND05_3752","ND05_3752","MG0",2008
"ND05_3821","ND05_3821","MG0",2008
"ND05_3823","ND05_3823","MG0",2008
"ND05_4107","ND05_4107","MG0",2008
"ND05_4127","ND05_4127","MG00",2008
"ND05_4279","ND05_4279","MG00",2008
"OAC06_02","OAC06_02","MG00",2008
"OAC06_03","OAC06_03","MG00",2008
"OAC06_06","OAC06_06","MG0",2008
"OAC06_08","OAC06_08","MG00",2008
"OAC06_26","OAC06_26","MG0",2008
"OACDrayton","OACDrayton","MG0",2008
"ORC0702","ORC0702","MGI",2008
"ORC0703","ORC0703","MGI",2008
"ORC0704","ORC0704","MGII",2008
"ORC0705","ORC0705","MGII",2008
"ORC0706","ORC0706","MGII",2008
"RG600RR_MG0","RG600RR","MG0",2008
"RG600RR_MG00","RG600RR","MG00",2008
"Saluki4411","Saluki4411","MGIV",2008
"SB_01","SB_01","MGIII",2008
"SD04CV_405_MGI","SD04CV_405","MGI",2007
"SD05_136","SD05_136","MGI",2008
"SD05_143","SD05_143","MGI",2008
"SD05_153","SD05_153","MGI",2008
"SD05_178","SD05_178","MGI",2008
"SD05_240_MGII","SD05_240","MGII",2008
"SD05_248","SD05_248","MGII",2008
"SD05_254","SD05_254","MGI",2008
"SD05_255","SD05_255","MGII",2008
"SD05_257","SD05_257","MGI",2008
"SD05_264","SD05_264","MGI",2008
"SD05_273","SD05_273","MGII",2008
"SD05_274","SD05_274","MGII",2008
"SD05_333","SD05_333","MG0",2008
"SD05_335","SD05_335","MG0",2008
"SD05_345","SD05_345","MG0",2008
"SD05_363","SD05_363","MG0",2008
"SD05_379","SD05_379","MGI",2008
"SD05_383","SD05_383","MG0",2008
"SD05_410","SD05_410","MG0",2008
"SD05_414","SD05_414","MGI",2008
"SD05_422","SD05_422","MGI",2008
"SD05_775","SD05_775","MGII",2008
"SD05_795","SD05_795","MGII",2008
"SD05_807","SD05_807","MGII",2008
"SD05_830","SD05_830","MGII",2008
"SD05R_2491","SD05R_2491","MGI",2008
"SD05R_2554","SD05R_2554","MGI",2008
"SD05R_2596","SD05R_2596","MG0",2008
"SD05R_2723","SD05R_2723","MGII",2008
"SD05R_2732","SD05R_2732","MGII",2008
"SD05R_2744","SD05R_2744","MGII",2008
"SD05R_2749","SD05R_2749","MGI",2008
"SD05R_2750","SD05R_2750","MGI",2008
"SD05R_2932","SD05R_2932","MGII",2008
"SD05R_2941","SD05R_2941","MG0",2008
"SD05R_2978","SD05R_2978","MG0",2008
"SD05R_2998","SD05R_2998","MG0",2008
"SD05R_3205","SD05R_3205","MG0",2008
"SD05R_3635","SD05R_3635","MGI",2008
"SD05R_3651","SD05R_3651","MGII",2008
"SD05R_3664","SD05R_3664","MGII",2008
"SD05R_3806","SD05R_3806","MGI",2008
"SD05R_4526","SD05R_4526","MGI",2008
"SD05R_4555","SD05R_4555","MGII",2008
"SD05R_4592","SD05R_4592","MG0",2008
"SD05R_4605","SD05R_4605","MGII",2008
"SD05R_4608","SD05R_4608","MGI",2008
"SD05R_4770","SD05R_4770","MG0",2008
"SD05R_5866","SD05R_5866","MGI",2008
"SD05R_5878","SD05R_5878","MGI",2008
"SD05R_5900","SD05R_5900","MGI",2008
"SD05R_5974","SD05R_5974","MGII",2008
"Sheyenne_MGI","Sheyenne","MGI",2005
"SS05_10595","SS05_10595","MGIII",2008
"SS05_10742","SS05_10742","MGIII",2008
"SS05_6779","SS05_6779","MGIII",2008
"SS05_7367","SS05_7367","MGIII",2008
"SS05_7541","SS05_7541","MGIII",2008
"SS05_9971","SS05_9971","MGIII",2008
"U03_820038","U03_820038","MGI",2008
"U03_827101","U03_827101","MGIII",2008
"U04_905057_MGIII","U04_905057","MGIII",2007
"U04_945062_MGIII","U04_945062","MGIII",2007
"U05_210042","U05_210042","MGIII",2008
"U05_214086","U05_214086","MGIII",2008
"U05_216086","U05_216086","MGIII",2008
"U05_216106","U05_216106","MGIII",2008
"U05_220019","U05_220019","MGI",2008
"U05_222052","U05_222052","MGIII",2008
"U05_223015","U05_223015","MGI",2008
"U05_224017","U05_224017","MGI",2008
"U05_224055","U05_224055","MGIII",2008
"U05_226055","U05_226055","MGIII",2008
"U05_703016","U05_703016","MGIII",2008
"U05_703018","U05_703018","MGIII",2008
"U05_706005","U05_706005","MGII",2008
"U05_708005","U05_708005","MGIII",2008
"U05_710003","U05_710003","MGII",2008
"U05_710021","U05_710021","MGIII",2008
"U05_710023_MGII","U05_710023","MGII",2008
"U05_712029","U05_712029","MGII",2008
"U05_716023","U05_716023","MGIII",2008
"U05_719005","U05_719005","MGII",2008
"U05_720026","U05_720026","MGIII",2008
"U05_723009","U05_723009","MGII",2008
"U05_726017","U05_726017","MGIII",2008
"U05_727026","U05_727026","MGII",2008
"U05_732006","U05_732006","MGII",2008
"U05_734013","U05_734013","MGII",2008
"U05_738004","U05_738004","MGII",2008
"U05_738007","U05_738007","MGII",2008
"U05_739010","U05_739010","MGII",2008
"U05_740009","U05_740009","MGII",2008
"U05_741019","U05_741019","MGII",2008
"U05_741026","U05_741026","MGIII",2008
"U05_747009","U05_747009","MGII",2008
"U05_802055R","U05_802055R","MGIII",2008
"U05_805032R","U05_805032R","MGII",2008
"U05_805073R","U05_805073R","MGII",2008
"U05_810075R","U05_810075R","MGIII",2008
"U05_818079R","U05_818079R","MGII",2008
"U05_822013R","U05_822013R","MGII",2008
"U05_824075R","U05_824075R","MGII",2008
"U05_826081R","U05_826081R","MGIII",2008
"U05_829076R","U05_829076R","MGII",2008
"U05_830006R","U05_830006R","MGIII",2008
"U05_832063R","U05_832063R","MGIII",2008
"U05_833072R","U05_833072R","MGIII",2008
"U05_834075R","U05_834075R","MGIII",2008
"U05_839072R","U05_839072R","MGII",2008
"U06_806255R","U06_806255R","MGII",2008
"U06_811226R","U06_811226R","MGI",2008
"U06_817217R","U06_817217R","MGII",2008
"U06_817219R","U06_817219R","MGII",2008
"U06_818219R","U06_818219R","MGII",2008
"U06_821226R","U06_821226R","MGII",2008
"U06_821227R","U06_821227R","MGII",2008
"U06_822264R","U06_822264R","MGII",2008
"U06_830260R","U06_830260R","MGII",2008
"A07_427030_MGII","A07_427030","MGII",2008
"A08_151002","A08_151002","MGI",2009
"A08_151011","A08_151011","MGI",2009
"A08_151015","A08_151015","MGI",2009
"A08_151020","A08_151020","MGI",2009
"A08_151024","A08_151024","MGI",2009
"A08_151027","A08_151027","MGI",2009
"A08_151030","A08_151030","MGI",2009
"A08_151031","A08_151031","MGI",2009
"A08_151033","A08_151033","MGI",2009
"A08_151034","A08_151034","MGI",2009
"A08_151041","A08_151041","MGI",2009
"A08_152001","A08_152001","MGI",2009
"A08_152008","A08_152008","MGII",2009
"A08_152030","A08_152030","MGIII",2009
"A08_152033","A08_152033","MGI",2009
"A08_152035","A08_152035","MGI",2009
"A08_152036","A08_152036","MGII",2009
"A08_152041_MGII","A08_152041","MGII",2009
"A08_248002","A08_248002","MGI",2009
"A08_248012","A08_248012","MGII",2009
"A08_248015","A08_248015","MGIII",2009
"A08_248020","A08_248020","MGII",2009
"A08_248021","A08_248021","MGII",2009
"A08_248023","A08_248023","MGII",2009
"A08_248024","A08_248024","MGII",2009
"A08_248028","A08_248028","MGII",2009
"A08_248029","A08_248029","MGII",2009
"A08_248030","A08_248030","MGIII",2009
"A08_248031","A08_248031","MGIII",2009
"A08_248032","A08_248032","MGII",2009
"A08_248033","A08_248033","MGII",2009
"A08_248037","A08_248037","MGIII",2009
"A08_249008","A08_249008","MGIII",2009
"A08_249009","A08_249009","MGIII",2009
"A08_249011","A08_249011","MGII",2009
"A08_249012","A08_249012","MGIII",2009
"A08_350016","A08_350016","MGIII",2009
"A08_350018","A08_350018","MGIII",2009
"A08_350020","A08_350020","MGIII",2009
"A08_350036","A08_350036","MGIII",2009
"A08_350042","A08_350042","MGIII",2009
"A08_350049","A08_350049","MGIII",2009
"A08_350064","A08_350064","MGII",2009
"AG0808","AG0808","MG0",2009
"AG2607","AG2607","MGII",2009
"AG3803_MGIII","AG3803","MGIII",2009
"AR06_165095","AR06_165095","MGI",2009
"AR07_175064","AR07_175064","MGI",2009
"AR07_176037_MGII","AR07_176037","MGII",2008
"AR07_761008","AR07_761008","MGII",2009
"AR08_186004","AR08_186004","MGII",2009
"AR08_186008","AR08_186008","MGI",2009
"AR08_186009","AR08_186009","MGI",2009
"AR08_186012","AR08_186012","MGII",2009
"AR08_186015","AR08_186015","MGII",2009
"AR08_186020","AR08_186020","MGII",2009
"AR08_286001","AR08_286001","MGII",2009
"AR08_286003","AR08_286003","MGII",2009
"AR08_286058","AR08_286058","MGIII",2009
"AR08_286060","AR08_286060","MGII",2009
"AR08_286070","AR08_286070","MGIII",2009
"AR08_386019","AR08_386019","MGIII",2009
"AR08_386028","AR08_386028","MGIII",2009
"CL04_10534","CL04_10534","MGIII",2009
"CL04_1323141_MGIV","CL04_1323141","MGIV",2008
"CL04_3711","CL04_3711","MGIII",2009
"CL04_3735","CL04_3735","MGII",2009
"CL05_106219","CL05_106219","MGIII",2009
"CL05_20251_MGIV","CL05_20251","MGIV",2008
"CL05_20252_MGIV","CL05_20252","MGIV",2008
"CL05_202522","CL05_202522","MGIII",2009
"CL05_2816","CL05_2816","MGIII",2009
"CL05_3039","CL05_3039","MGIII",2009
"CL05_31162","CL05_31162","MGII",2009
"CL05_3119","CL05_3119","MGII",2009
"CL05_3282","CL05_3282","MGII",2009
"CL05_3314","CL05_3314","MGIII",2009
"CL05_4611","CL05_4611","MGIII",2009
"CL05_46116","CL05_46116","MGIII",2009
"CL05_4612","CL05_4612","MGIV",2009
"CL05_4615","CL05_4615","MGIII",2009
"CL05_4619","CL05_4619","MGIII",2009
"CL05_46231","CL05_46231","MGIII",2009
"CL05_4632","CL05_4632","MGIII",2009
"CL05_46324","CL05_46324","MGIV",2009
"CL05_46330","CL05_46330","MGIV",2009
"CL05_4637","CL05_4637","MGIV",2009
"CL05_51112","CL05_51112","MGII",2009
"CL05_51217","CL05_51217","MGII",2009
"CL05_51227","CL05_51227","MGII",2009
"CL05_61210","CL05_61210","MGIV",2009
"CL05_61413","CL05_61413","MGIV",2009
"CL05_61415","CL05_61415","MGIV",2009
"CL05_61418","CL05_61418","MGIV",2009
"CL05_6145","CL05_6145","MGIV",2009
"E05053_MGIII","E05053","MGIII",2007
"E07021","E07021","MGII",2009
"E07038","E07038","MGII",2009
"E07040","E07040","MGII",2009
"E07048","E07048","MGII",2009
"E07051","E07051","MGII",2009
"E07075","E07075","MGII",2009
"E07078","E07078","MGII",2009
"E07080","E07080","MGII",2009
"E07087","E07087","MGII",2009
"E07090","E07090","MGII",2009
"HS6_3705","HS6_3705","MGII",2009
"HS6_3787","HS6_3787","MGIII",2009
"HS7W_136","HS7W_136","MGIII",2009
"HS7W_137","HS7W_137","MGIII",2009
"HS7W_14","HS7W_14","MGII",2009
"HS7W_190","HS7W_190","MGIII",2009
"HS7W_191","HS7W_191","MGIII",2009
"HS7W_194_MGIII","HS7W_194","MGIII",2009
"HS7W_77","HS7W_77","MGII",2009
"HS7W_81","HS7W_81","MGII",2009
"HS7W_82_MGIII","HS7W_82","MGIII",2009
"IA2102","IA2102","MGII",2009
"IA2105_MGII","IA2105","MGII",2008
"IA4004_MGIV","IA4004","MGIV",2006
"JTN_4109","JTN_4109","MGIV",2009
"K07_1031","K07_1031","MGIII",2009
"K07_1037","K07_1037","MGIII",2009
"K07_1166","K07_1166","MGIII",2009
"K07_1253_MGIII","K07_1253","MGIII",2009
"K07_1273","K07_1273","MGIII",2009
"K07_1544","K07_1544","MGIII",2009
"K07_1713","K07_1713","MGIII",2009
"K07_2015","K07_2015","MGIII",2009
"K07_2253","K07_2253","MGIV",2009
"LD06_2009","LD06_2009","MGII",2009
"LD06_2330","LD06_2330","MGIII",2009
"LD06_6030","LD06_6030","MGIII",2009
"LD06_7579","LD06_7579","MGIII",2009
"LD06_7727","LD06_7727","MGIV",2009
"LG06_2340","LG06_2340","MGIII",2009
"LG06_2354","LG06_2354","MGIII",2009
"LG06_2697","LG06_2697","MGIII",2009
"LG06_2855","LG06_2855","MGIII",2009
"LG06_2866","LG06_2866","MGIII",2009
"LG06_5798","LG06_5798","MGIV",2009
"LG06_5850","LG06_5850","MGIV",2009
"LG06_5920","LG06_5920","MGIV",2009
"LG06_6094","LG06_6094","MGIII",2009
"LG07_6717","LG07_6717","MGIII",2009
"LG07_6858","LG07_6858","MGIII",2009
"LG07_6907","LG07_6907","MGIV",2009
"LG07_6944","LG07_6944","MGIII",2009
"LG07_8646","LG07_8646","MGIII",2009
"LG07_9721","LG07_9721","MGIV",2009
"LG07_9722","LG07_9722","MGIV",2009
"LG07_9795","LG07_9795","MGIV",2009
"LG07_9807","LG07_9807","MGIV",2009
"LG07_9814","LG07_9814","MGIV",2009
"LS06_1308","LS06_1308","MGIV",2009
"LS06_1473","LS06_1473","MGIII",2009
"LS06_2204","LS06_2204","MGIV",2009
"LS06_2217","LS06_2217","MGIV",2009
"LS06_2614","LS06_2614","MGIV",2009
"LS06_3968","LS06_3968","MGIII",2009
"M03_143100","M03_143100","MG0",2009
"M03_147_1022","M03_147_1022","MG00",2009
"M03_149087","M03_149087","MG0",2009
"M03_158071","M03_158071","MG00",2009
"M03_160082","M03_160082","MGI",2009
"M03_163106","M03_163106","MGI",2009
"M03_163155","M03_163155","MG0",2009
"M03_165068","M03_165068","MGI",2009
"M03_172059_MGI","M03_172059","MGI",2009
"M03_192010","M03_192010","MG0",2009
"M03_193054","M03_193054","MGI",2009
"M03_229084","M03_229084","MG0",2009
"M03_502027R","M03_502027R","MG0",2009
"M03_504009R","M03_504009R","MG0",2009
"MD06_5401","MD06_5401","MGIV",2009
"MLG03_4069017","MLG03_4069017","MGII",2009
"MS04_346013R","MS04_346013R","MG0",2009
"MS04_346018R","MS04_346018R","MG0",2009
"ND05_17656_MG0","ND05_17656","MG0",2008
"ND05_17887","ND05_17887","MG0",2009
"ND05_17923","ND05_17923","MG0",2009
"ND05_18208_MG00","ND05_18208","MG00",2008
"ND06_25150","ND06_25150","MG0",2009
"ND06_25446","ND06_25446","MG0",2009
"ND06_25465","ND06_25465","MG0",2009
"ND06_25513","ND06_25513","MG0",2009
"ND06_25865","ND06_25865","MG0",2009
"ND06_25913","ND06_25913","MG0",2009
"ND06_26269","ND06_26269","MG0",2009
"ND06_26477","ND06_26477","MG0",2009
"ND06_26480","ND06_26480","MG0",2009
"ND06_4208","ND06_4208","MG00",2009
"ND06_4214","ND06_4214","MG00",2009
"ND06_4217","ND06_4217","MG00",2009
"ND06_5248","ND06_5248","MG00",2009
"ND06_5455","ND06_5455","MG00",2009
"ND06_5603","ND06_5603","MG00",2009
"OAC07_03C","OAC07_03C","MG00",2009
"OAC07_04C","OAC07_04C","MG00",2009
"OAC07_06C","OAC07_06C","MG00",2009
"OAC07_23C","OAC07_23C","MG0",2009
"OAC07_26C","OAC07_26C","MG0",2009
"OAC07_48C","OAC07_48C","MGI",2009
"OAC07_49C","OAC07_49C","MGI",2009
"OAC07_57C_ChC","OAC07_57C_ChC","MG0",2009
"SD05_240_MGI","SD05_240","MGI",2008
"SD06_320","SD06_320","MGII",2009
"SD06_322","SD06_322","MG0",2009
"SD06_328","SD06_328","MGI",2009
"SD06_338","SD06_338","MG0",2009
"SD06_344","SD06_344","MGI",2009
"SD06_357","SD06_357","MGI",2009
"SD06_424","SD06_424","MG0",2009
"SD06_428","SD06_428","MG0",2009
"SD06_430","SD06_430","MG0",2009
"SD06_432","SD06_432","MGII",2009
"SD06_439","SD06_439","MGI",2009
"SD06_441","SD06_441","MG0",2009
"SD06_444","SD06_444","MGI",2009
"SD06_454","SD06_454","MG0",2009
"SD06_483","SD06_483","MGI",2009
"SD06_487","SD06_487","MG0",2009
"SD06_493","SD06_493","MGII",2009
"SD06_525","SD06_525","MG0",2009
"SD06_535_MG0","SD06_535","MG0",2009
"SD06_577","SD06_577","MGII",2009
"SD06_589","SD06_589","MGII",2009
"SD06R_1200","SD06R_1200","MG0",2009
"SD06R_1284","SD06R_1284","MGII",2009
"SD06R_1552","SD06R_1552","MGII",2009
"SD06R_1598","SD06R_1598","MGII",2009
"SD06R_1729","SD06R_1729","MG0",2009
"SD06R_1780","SD06R_1780","MGI",2009
"SD06R_1901","SD06R_1901","MG0",2009
"SD06R_1917","SD06R_1917","MGI",2009
"SD06R_2353","SD06R_2353","MGII",2009
"SD06R_2462","SD06R_2462","MG0",2009
"SD06R_2545","SD06R_2545","MGI",2009
"SD06R_2645","SD06R_2645","MGII",2009
"SD06R_2651","SD06R_2651","MGII",2009
"SD06R_3241","SD06R_3241","MG0",2009
"SD06R_3250","SD06R_3250","MG0",2009
"SD06R_3401","SD06R_3401","MG0",2009
"SD06R_3612","SD06R_3612","MGI",2009
"SD06R_3631","SD06R_3631","MGII",2009
"SD06R_3650","SD06R_3650","MGI",2009
"SD06R_3665","SD06R_3665","MGII",2009
"SD06R_3887","SD06R_3887","MGII",2009
"SD06R_4518","SD06R_4518","MGI",2009
"SD06R_5042","SD06R_5042","MGI",2009
"SD06R_5123","SD06R_5123","MGI",2009
"SD06R_53","SD06R_53","MGII",2009
"SD06R_5457","SD06R_5457","MGII",2009
"SD06R_5528","SD06R_5528","MGI",2009
"SD06R_5663","SD06R_5663","MGI",2009
"SD06R_5684","SD06R_5684","MGI",2009
"SD06R_5819","SD06R_5819","MGI",2009
"SD06R_729","SD06R_729","MGII",2009
"SS02_12419","SS02_12419","MGIV",2009
"SS02_15464","SS02_15464","MGIII",2009
"SS02_15887","SS02_15887","MGIII",2009
"SS02_15897","SS02_15897","MGIII",2009
"SS02_15924","SS02_15924","MGIII",2009
"SS02_2564","SS02_2564","MGIV",2009
"SS02_2567","SS02_2567","MGIV",2009
"SS03_3483","SS03_3483","MGIII",2009
"SS04_1398","SS04_1398","MGIV",2009
"U05_710023_MGIII","U05_710023","MGIII",2008
"U06_100043","U06_100043","MGII",2009
"U06_100052","U06_100052","MGIII",2009
"U06_100113","U06_100113","MGII",2009
"U06_100136","U06_100136","MGII",2009
"U06_100914","U06_100914","MGII",2009
"U06_101049","U06_101049","MGIII",2009
"U06_102316","U06_102316","MGII",2009
"U06_102438","U06_102438","MGII",2009
"U06_102875","U06_102875","MGIII",2009
"U06_103421","U06_103421","MGII",2009
"U06_103459","U06_103459","MGII",2009
"U06_103715","U06_103715","MGII",2009
"U06_104273","U06_104273","MGII",2009
"U06_104311","U06_104311","MGII",2009
"U06_104326","U06_104326","MGII",2009
"U06_104327","U06_104327","MGI",2009
"U06_206640","U06_206640","MGII",2009
"U06_206701","U06_206701","MGII",2009
"U06_206737","U06_206737","MGIII",2009
"U06_230133","U06_230133","MGII",2009
"U06_300952","U06_300952","MGIII",2009
"U06_300984","U06_300984","MGIII",2009
"U06_627094","U06_627094","MGI",2009
"U06_627125","U06_627125","MGIII",2009
"U07_135478R","U07_135478R","MGII",2009
"U07_135601R_MGI","U07_135601R","MGI",2009
"U07_135636R","U07_135636R","MGII",2009
"U07_135912R","U07_135912R","MGII",2009
"U07_136177R","U07_136177R","MGII",2009
"U07_136210R","U07_136210R","MGI",2009
"U07_236557R","U07_236557R","MGIII",2009
"U07_236566R","U07_236566R","MGIII",2009
"U07_236709R","U07_236709R","MGIII",2009
"U07_236993R","U07_236993R","MGII",2009
"U07_237058R","U07_237058R","MGII",2009
"U07_237529R","U07_237529R","MGII",2009
"U07_237658R","U07_237658R","MGIII",2009
"U07_237734R","U07_237734R","MGII",2009
"U07_338147R","U07_338147R","MGII",2009
"U07_338254R","U07_338254R","MGIII",2009
"U07_338436R","U07_338436R","MGIII",2009
"U07_338467R","U07_338467R","MGIII",2009
"U07_338580R","U07_338580R","MGII",2009
"U07_338605R","U07_338605R","MGII",2009
"U07_338703R","U07_338703R","MGIII",2009
"U07_338807R","U07_338807R","MGIII",2009
"U07_338828R","U07_338828R","MGIII",2009
"U07_338862R","U07_338862R","MGIII",2009
"U07_439027R","U07_439027R","MGIII",2009
"U07_439042R","U07_439042R","MGII",2009
"U07_439190R","U07_439190R","MGIII",2009
"U07_439221R","U07_439221R","MGIII",2009
"U07_439739R","U07_439739R","MGIII",2009
"U08_712053R","U08_712053R","MGII",2009
"A07_626010_MGIII","A07_626010","MGIII",2008
"A08_152041_MGI","A08_152041","MGI",2009
"AG2606","AG2606","MGII",2010
"AG3803_MGIV","AG3803","MGIV",2009
"AG4005","AG4005","MGIV",2010
"AR06_264020_MGIII","AR06_264020","MGIII",2008
"AR07_176114_MGII","AR07_176114","MGII",2008
"AR08_286004","AR08_286004","MGII",2010
"AR08_286037","AR08_286037","MGII",2010
"AR08_386026","AR08_386026","MGIII",2010
"AR09_192004","AR09_192004","MGI",2010
"AR09_192008_MGI","AR09_192008","MGI",2010
"AR09_192010_MGI","AR09_192010","MGI",2010
"AR09_192011","AR09_192011","MGI",2010
"AR09_192012","AR09_192012","MGI",2010
"AR09_192013","AR09_192013","MGII",2010
"AR09_192014","AR09_192014","MGI",2010
"AR09_192015","AR09_192015","MGII",2010
"AR09_192018_MGI","AR09_192018","MGI",2010
"AR09_192019","AR09_192019","MGII",2010
"AR09_292001","AR09_292001","MGII",2010
"AR09_292017","AR09_292017","MGIII",2010
"AR09_292028","AR09_292028","MGII",2010
"AR09_292048","AR09_292048","MGII",2010
"AR09_292054","AR09_292054","MGII",2010
"AR09_292056","AR09_292056","MGII",2010
"AR09_292085","AR09_292085","MGIII",2010
"AR09_292092","AR09_292092","MGII",2010
"AR09_292097","AR09_292097","MGIII",2010
"AR09_392007","AR09_392007","MGIII",2010
"AR09_392011","AR09_392011","MGIII",2010
"AR09_392023","AR09_392023","MGIII",2010
"AR09_392040","AR09_392040","MGIII",2010
"AR09_392042","AR09_392042","MGIII",2010
"AR09_392050","AR09_392050","MGIII",2010
"AR09_392055","AR09_392055","MGIII",2010
"E08052","E08052","MGII",2010
"E08058","E08058","MGII",2010
"E08130","E08130","MGII",2010
"E08135","E08135","MGII",2010
"E08142","E08142","MGII",2010
"E08200","E08200","MGII",2010
"E08206","E08206","MGII",2010
"E08210","E08210","MGII",2010
"E08235","E08235","MGII",2010
"E08239","E08239","MGII",2010
"E08242","E08242","MGII",2010
"HS6_3967","HS6_3967","MGIII",2010
"HS7_4314","HS7_4314","MGIII",2010
"HS7W_194_MGII","HS7W_194","MGII",2009
"HS7W_29","HS7W_29","MGII",2010
"HS7W_82_MGII","HS7W_82","MGII",2009
"HS8_3317","HS8_3317","MGIII",2010
"HS8_3582","HS8_3582","MGIII",2010
"HS8W_177","HS8W_177","MGIII",2010
"HS8W_8","HS8W_8","MGII",2010
"HS8W_83","HS8W_83","MGII",2010
"IA2101","IA2101","MGII",2010
"IA4005_MGIII","IA4005","MGIII",2010
"K07_1253_MGIV","K07_1253","MGIV",2009
"K08_2043RR","K08_2043RR","MGIII",2010
"K08_2449RR","K08_2449RR","MGIII",2010
"K08_2452RR","K08_2452RR","MGIII",2010
"K08_2509RR","K08_2509RR","MGIII",2010
"K08_2528RR","K08_2528RR","MGIII",2010
"K08_2529RR","K08_2529RR","MGIII",2010
"K08_2545RR","K08_2545RR","MGIII",2010
"K08_5236","K08_5236","MGIV",2010
"K08_5241","K08_5241","MGIV",2010
"K08_5258","K08_5258","MGIV",2010
"K08_5472","K08_5472","MGIV",2010
"K08_5718","K08_5718","MGIV",2010
"K08_6067","K08_6067","MGIV",2010
"K08_6247_MGIII","K08_6247","MGIII",2010
"K08_6336","K08_6336","MGIV",2010
"K08_6591","K08_6591","MGIV",2010
"LD05_1540","LD05_1540","MGII",2010
"LD05_30578a","LD05_30578a","MGIV",2010
"LD06_7609","LD06_7609","MGIV",2010
"LD06_7620","LD06_7620","MGIV",2010
"LD06_9205","LD06_9205","MGIV",2010
"LG06_2219","LG06_2219","MGIII",2010
"LG06_2284","LG06_2284","MGIII",2010
"LG07_2309","LG07_2309","MGIII",2010
"LG07_6843","LG07_6843","MGII",2010
"LG07_6848","LG07_6848","MGII",2010
"LG07_6950","LG07_6950","MGII",2010
"LG07_6953","LG07_6953","MGII",2010
"LG07_8914","LG07_8914","MGIII",2010
"LG08_3007","LG08_3007","MGIII",2010
"LG08_3009","LG08_3009","MGIII",2010
"LG08_3838","LG08_3838","MGII",2010
"LG08_4955","LG08_4955","MGIV",2010
"LG08_5093","LG08_5093","MGIV",2010
"LS07_1343","LS07_1343","MGIV",2010
"LS07_1942","LS07_1942","MGIV",2010
"LS07_2016","LS07_2016","MGIV",2010
"LS07_2773","LS07_2773","MGIV",2010
"LS07_3107","LS07_3107","MGIV",2010
"LS07_3125","LS07_3125","MGIV",2010
"LS07_3126","LS07_3126","MGIV",2010
"LS07_3141","LS07_3141","MGIV",2010
"M02_385041","M02_385041","MGI",2010
"M02_385091","M02_385091","MGI",2010
"M02_399012","M02_399012","MG0",2010
"M03_189083","M03_189083","MG00",2010
"M04_229039","M04_229039","MG0",2010
"M04_254003","M04_254003","MG0",2010
"M04_261037","M04_261037","MGI",2010
"M04_267028","M04_267028","MG0",2010
"M04_338008","M04_338008","MG0",2010
"M04_340048","M04_340048","MG0",2010
"M04_342124","M04_342124","MGI",2010
"M04_380030","M04_380030","MG0",2010
"M04_380101","M04_380101","MG00",2010
"M04_380106","M04_380106","MGI",2010
"M04_389079","M04_389079","MGI",2010
"M05_180_4029","M05_180_4029","MG0",2010
"M05_182007","M05_182007","MG0",2010
"Md07_5100","Md07_5100","MGIV",2010
"Md0708WN120","Md0708WN120","MGIV",2010
"Md0708WN122","Md0708WN122","MGIV",2010
"Md0708WN124","Md0708WN124","MGIV",2010
"MN0095_MG0","MN0095","MG0",2010
"MN0095_MG00","MN0095","MG00",2010
"MS05_130005","MS05_130005","MGI",2010
"MS05_142008","MS05_142008","MGI",2010
"MTC00_112_412_10","MTC00_112_412_10","MGI",2010
"ND06_5210","ND06_5210","MG00",2010
"ND07_1550","ND07_1550","MG00",2010
"ND07_1721","ND07_1721","MG0",2010
"ND07_1831","ND07_1831","MG0",2010
"ND07_1834","ND07_1834","MG00",2010
"ND07_1842","ND07_1842","MG00",2010
"ND07_1855","ND07_1855","MG0",2010
"ND07_2019_MG00","ND07_2019","MG00",2010
"ND07_2024","ND07_2024","MG0",2010
"ND07_2222","ND07_2222","MG0",2010
"ND07_2239","ND07_2239","MG0",2010
"ND07_2303","ND07_2303","MG0",2010
"ND07_2317","ND07_2317","MG0",2010
"ND07_2343","ND07_2343","MG0",2010
"ND07_3292","ND07_3292","MG0",2010
"ND07_3376","ND07_3376","MG0",2010
"ND07_3381","ND07_3381","MG0",2010
"ND07_3684","ND07_3684","MG00",2010
"ND07_3761","ND07_3761","MG0",2010
"ND07_3772","ND07_3772","MG0",2010
"ND07_3947","ND07_3947","MG0",2010
"ND07_4027","ND07_4027","MG00",2010
"ND07_4069","ND07_4069","MG0",2010
"ND07_4595","ND07_4595","MG00",2010
"OAC08_11C","OAC08_11C","MG0",2010
"OAC08_18C","OAC08_18C","MGI",2010
"OAC08_21C","OAC08_21C","MGI",2010
