"GermplasmId_2","GermplasmId","MG","Year"
"E93433","E93433","MGII",1995
"E93464","E93464","MGII",1995
"HC85_282_MGIV","HC85_282","MGIV",1993
"HC86_130_MGIII","HC86_130","MGIII",1994
"HC86_3325","HC86_3325","MGIV",1995
"HC88_15","HC88_15","MGIII",1995
"HC89_2230","HC89_2230","MGIII",1995
"HC89_57","HC89_57","MGIII",1995
"HC89_85PR","HC89_85PR","MGIV",1995
"HC90_1300","HC90_1300","MGIII",1995
"HC90_1431","HC90_1431","MGIII",1995
"HC90_2175","HC90_2175","MGIV",1995
"HC90_2316","HC90_2316","MGIV",1995
"HC90_3067","HC90_3067","MGIII",1995
"HC90_3292","HC90_3292","MGIV",1995
"HC91_1087","HC91_1087","MGIII",1995
"HC91_1088","HC91_1088","MGIV",1995
"HC91_1354","HC91_1354","MGIII",1995
"HC91_1439","HC91_1439","MGIV",1995
"HC91_1677","HC91_1677","MGIV",1995
"HC91_1768","HC91_1768","MGIV",1995
"HC91_1770","HC91_1770","MGIV",1995
"HC91_1931","HC91_1931","MGIV",1995
"HC91_1990","HC91_1990","MGIII",1995
"HC91_1999","HC91_1999","MGIV",1995
"HC91_3480","HC91_3480","MGIV",1995
"HC91_3595","HC91_3595","MGIV",1995
"HC91_3672_MGIV","HC91_3672","MGIV",1995
"HC91_3821","HC91_3821","MGIV",1995
"HC91_3822","HC91_3822","MGIV",1995
"HC91_3823","HC91_3823","MGIV",1995
"HC91_3856","HC91_3856","MGII",1995
"HC91_3860","HC91_3860","MGIV",1995
"HC91_62PR","HC91_62PR","MGIV",1995
"HC93_21PR","HC93_21PR","MGIII",1995
"HF92_080_MGIII","HF92_080","MGIII",1994
"HF93_032","HF93_032","MGII",1995
"HF93_035_MGII","HF93_035","MGII",1995
"HF93_036","HF93_036","MGII",1995
"HF93_038_MGII","HF93_038","MGII",1995
"HF93_041","HF93_041","MGIII",1995
"HF93_076","HF93_076","MGIII",1995
"HF93_083_MGII","HF93_083","MGII",1995
"HF93_155_MGII","HF93_155","MGII",1995
"HF93_194_MGII","HF93_194","MGII",1995
"HS93_135","HS93_135","MGII",1995
"HS93_138","HS93_138","MGII",1995
"HS93_3759","HS93_3759","MGIII",1995
"HS93_3762","HS93_3762","MGIII",1995
"HS93_3769","HS93_3769","MGIII",1995
"HS93_3775","HS93_3775","MGIII",1995
"HS93_3777","HS93_3777","MGIII",1995
"HS93_3780","HS93_3780","MGIII",1995
"HS93_3823","HS93_3823","MGIII",1995
"HS93_3990","HS93_3990","MGIII",1995
"HS93_4011","HS93_4011","MGIV",1995
"HS93_4118","HS93_4118","MGIV",1995
"HS93_4121","HS93_4121","MGIV",1995
"IA2007R_MGIII","IA2007R","MGIII",1994
"IA2038_MGII","IA2038","MGII",1995
"IA3005","IA3005","MGIII",1995
"IA3010","IA3010","MGIII",1995
"Jack","Jack","MGIII",1995
"K1313","K1313","MGIII",1995
"K1314","K1314","MGIII",1995
"K1315","K1315","MGIII",1995
"K1316","K1316","MGIII",1995
"K1317","K1317","MGIII",1995
"K1318","K1318","MGIV",1995
"K1319","K1319","MGIV",1995
"K1320","K1320","MGIV",1995
"K1321","K1321","MGIV",1995
"K1322","K1322","MGIV",1995
"K1323","K1323","MGIV",1995
"K1324","K1324","MGIV",1995
"K1325","K1325","MGIV",1995
"K1326","K1326","MGIV",1995
"K1327","K1327","MGIV",1995
"Ky91_1823","Ky91_1823","MGIV",1995
"LN90_3364_MGIV","LN90_3364","MGIV",1994
"LN91_1695","LN91_1695","MGIV",1995
"LN91_1733_MGIV","LN91_1733","MGIV",1994
"LN91_3809","LN91_3809","MGIII",1995
"LN91_5895_MGIII","LN91_5895","MGIII",1994
"LN92_12554","LN92_12554","MGIII",1995
"LN92_12557","LN92_12557","MGII",1995
"LN92_12562","LN92_12562","MGII",1995
"LN92_12575","LN92_12575","MGII",1995
"LN92_12577","LN92_12577","MGIII",1995
"LN92_12593","LN92_12593","MGIII",1995
"LN92_12606","LN92_12606","MGIV",1995
"LN92_12654","LN92_12654","MGIV",1995
"LN92_3709","LN92_3709","MGIII",1995
"LN92_3932","LN92_3932","MGIV",1995
"LN92_4225","LN92_4225","MGIV",1995
"LN92_4945","LN92_4945","MGIII",1995
"LN92_5565","LN92_5565","MGIII",1995
"LN92_5578","LN92_5578","MGIII",1995
"LN92_5620","LN92_5620","MGIII",1995
"LN92_5914","LN92_5914","MGIV",1995
"LN92_6319","LN92_6319","MGII",1995
"LN92_7369","LN92_7369","MGII",1995
"LN92_7453","LN92_7453","MGII",1995
"LN92_8175","LN92_8175","MGIII",1995
"LN92_8247","LN92_8247","MGIII",1995
"LN92_8605","LN92_8605","MGIV",1995
"LN92_8618","LN92_8618","MGIV",1995
"LN92_9047","LN92_9047","MGIV",1995
"LS92_3229","LS92_3229","MGIV",1995
"LS92_3651","LS92_3651","MGIV",1995
"LS92_3660","LS92_3660","MGIV",1995
"LS92_3685","LS92_3685","MGIV",1995
"LS92_4173","LS92_4173","MGIV",1995
"M90_1022","M90_1022","MGI",1995
"M90_1279","M90_1279","MGI",1995
"M90_1573","M90_1573","MG0",1995
"M90_1712","M90_1712","MG0",1995
"M90_2144","M90_2144","MGI",1995
"M91_1068","M91_1068","MG0",1995
"M91_1087","M91_1087","MGI",1995
"M91_1092","M91_1092","MGI",1995
"M91_1099","M91_1099","MG0",1995
"M91_1135","M91_1135","MG0",1995
"M91_1175","M91_1175","MGI",1995
"M91_1183","M91_1183","MGI",1995
"M91_1185","M91_1185","MGI",1995
"M91_1195_MG0","M91_1195","MG0",1995
"M91_1210","M91_1210","MGI",1995
"M91_1416_MG0","M91_1416","MG0",1995
"M91_1434","M91_1434","MGII",1995
"M91_1440","M91_1440","MGII",1995
"M91_1590","M91_1590","MGI",1995
"M91_1644_MG0","M91_1644","MG0",1995
"M91_189","M91_189","MG0",1995
"M91_201","M91_201","MG0",1995
"M91_2104","M91_2104","MG0",1995
"M91_228","M91_228","MG0",1995
"M91_278","M91_278","MG00",1995
"M91_281","M91_281","MG00",1995
"M91_297","M91_297","MG00",1995
"M91_301","M91_301","MG00",1995
"M91_557","M91_557","MG0",1995
"M91_560","M91_560","MG0",1995
"M91_745","M91_745","MG0",1995
"M91_756","M91_756","MGI",1995
"M91_759","M91_759","MG0",1995
"M91_802","M91_802","MG0",1995
"M91_824","M91_824","MG0",1995
"M91_827","M91_827","MGI",1995
"M91_833","M91_833","MG0",1995
"M91_846","M91_846","MG0",1995
"M91_856","M91_856","MGI",1995
"M91_94","M91_94","MG00",1995
"M91_947","M91_947","MGI",1995
"M91_95","M91_95","MG00",1995
"MarcusBC_MGI","MarcusBC","MGI",1995
"MarcusBC_MGII","MarcusBC","MGII",1995
"Md92_5840","Md92_5840","MGIV",1995
"Md92_5850","Md92_5850","MGIV",1995
"Md92_5899","Md92_5899","MGIV",1995
"MN0301","MN0301","MG0",1995
"MN0901","MN0901","MG0",1995
"MN1801","MN1801","MGI",1995
"ND_M_89_556","ND_M_89_556","MG0",1995
"ND_M_90_1105","ND_M_90_1105","MG0",1995
"ND_M_90_370_MG00","ND_M_90_370","MG00",1995
"ND_M_90_461","ND_M_90_461","MG0",1995
"ND_M_90_547","ND_M_90_547","MG0",1995
"ND_M_90_599","ND_M_90_599","MG0",1995
"ND_M_90_705","ND_M_90_705","MG00",1995
"ND_M_90_706","ND_M_90_706","MG00",1995
"ND_M_90_722","ND_M_90_722","MG0",1995
"ND_M_90_754_MG0","ND_M_90_754","MG0",1995
"ND_M_90_766","ND_M_90_766","MG00",1995
"ND_M_90_776","ND_M_90_776","MG00",1995
"ND_M_90_794","ND_M_90_794","MG00",1995
"ND_M_91_1037","ND_M_91_1037","MG0",1995
"ND_M_91_105","ND_M_91_105","MG00",1995
"ND_M_91_1354","ND_M_91_1354","MG0",1995
"ND_M_91_564","ND_M_91_564","MG0",1995
"ND_M_91_895","ND_M_91_895","MG0",1995
"ND_M_91_997","ND_M_91_997","MG0",1995
"ND91_2317","ND91_2317","MG0",1995
"ND91_2327","ND91_2327","MG0",1995
"ND91_2523","ND91_2523","MG00",1995
"ND91_2673","ND91_2673","MG00",1995
"ND91_2713","ND91_2713","MG00",1995
"ND91_2714","ND91_2714","MG00",1995
"ND91_2720","ND91_2720","MG00",1995
"ND91_2721","ND91_2721","MG00",1995
"ND91_3019","ND91_3019","MG00",1995
"NE3297_MGIII","NE3297","MGIII",1994
"NE3399_MGII","NE3399","MGII",1995
"ORC9301","ORC9301","MGI",1995
"PA15","PA15","MGIV",1995
"RCAT9403","RCAT9403","MGI",1995
"RCAT9404","RCAT9404","MGI",1995
"SD_M_91_1574","SD_M_91_1574","MG0",1995
"SD_M_91_1763","SD_M_91_1763","MGI",1995
"SD_M_92_1174","SD_M_92_1174","MGII",1995
"SD_M_92_1179","SD_M_92_1179","MGI",1995
"SD_M_92_1272","SD_M_92_1272","MG0",1995
"SD_M_92_1323","SD_M_92_1323","MGI",1995
"SD_M_93_246","SD_M_93_246","MGII",1995
"SD_M_93_256","SD_M_93_256","MG0",1995
"SD_M_93_894","SD_M_93_894","MGII",1995
"SD_M_93_907","SD_M_93_907","MG0",1995
"SD_M_93_912","SD_M_93_912","MGII",1995
"SD_M_93_921","SD_M_93_921","MGII",1995
"SD_M_93_954","SD_M_93_954","MG0",1995
"SD_M_93_974","SD_M_93_974","MGII",1995
"SD_M_93_990","SD_M_93_990","MGII",1995
"SD93_1020","SD93_1020","MG0",1995
"SD93_587","SD93_587","MG0",1995
"SD93_659","SD93_659","MGI",1995
"SD93_719","SD93_719","MG0",1995
"SD93_859","SD93_859","MGI",1995
"SD93_952","SD93_952","MGI",1995
"SL93_1959M","SL93_1959M","MGI",1995
"SL93_242M","SL93_242M","MGI",1995
"SL93_60M","SL93_60M","MGI",1995
"SL93_78M","SL93_78M","MGI",1995
"SL93_905M","SL93_905M","MGI",1995
"SL93_928M","SL93_928M","MGI",1995
"SL93_986M","SL93_986M","MGI",1995
"SS90_745","SS90_745","MGIII",1995
"SS91_6675","SS91_6675","MGIV",1995
"SS91_7358","SS91_7358","MGIV",1995
"SS92_6590","SS92_6590","MGIII",1995
"SS92_6831","SS92_6831","MGIII",1995
"SS92_6980","SS92_6980","MGIII",1995
"SS92_7130","SS92_7130","MGIII",1995
"SS92_7136","SS92_7136","MGIII",1995
"SS92_7475","SS92_7475","MGIV",1995
"SS92_7527","SS92_7527","MGIV",1995
"SS92_7540","SS92_7540","MGIV",1995
"SS92_7551","SS92_7551","MGIV",1995
"SS92_7557","SS92_7557","MGIV",1995
"SSS91_7138","SSS91_7138","MGIV",1995
"Stride","Stride","MGI",1995
"Surge","Surge","MG0",1995
"Tiffin","Tiffin","MGII",1995
"Titan","Titan","MGI",1995
"Traill_MG00","Traill","MG00",1994
"Turner","Turner","MGII",1995
"U93_3716_MGIV","U93_3716","MGIV",1994
"U94_2132","U94_2132","MGII",1995
"U94_2218","U94_2218","MGII",1995
"U94_2229","U94_2229","MGII",1995
"U94_2234","U94_2234","MGII",1995
"U94_2236_MGII","U94_2236","MGII",1995
"U94_2316","U94_2316","MGII",1995
"U94_2329","U94_2329","MGII",1995
"U94_2407","U94_2407","MGII",1995
"U94_2429_MGII","U94_2429","MGII",1995
"U94_2529_MGII","U94_2529","MGII",1995
"U94_2612","U94_2612","MGII",1995
"U94_2614","U94_2614","MGII",1995
"U94_2623","U94_2623","MGII",1995
"U94_2629_MGII","U94_2629","MGII",1995
"U94_3113","U94_3113","MGIII",1995
"U94_3126","U94_3126","MGIII",1995
"U94_3403","U94_3403","MGIII",1995
"U94_3410","U94_3410","MGIII",1995
"U94_3412","U94_3412","MGIII",1995
"U94_3433","U94_3433","MGIII",1995
"U94_3505","U94_3505","MGIII",1995
"U94_3518","U94_3518","MGIII",1995
"U94_3526","U94_3526","MGIII",1995
"U94_3530","U94_3530","MGIII",1995
"U94_3532","U94_3532","MGIII",1995
"A93_553024","A93_553024","MGII",1996
"A95_481001","A95_481001","MGI",1996
"A95_481002","A95_481002","MGI",1996
"A95_481003","A95_481003","MGI",1996
"A95_481004","A95_481004","MGI",1996
"A95_481019","A95_481019","MGI",1996
"A95_482001","A95_482001","MGI",1996
"A95_482003","A95_482003","MGI",1996
"A95_482006","A95_482006","MGI",1996
"A95_482012","A95_482012","MGI",1996
"A95_482024","A95_482024","MGII",1996
"A95_482025","A95_482025","MGI",1996
"A95_482027","A95_482027","MGI",1996
"A95_482031","A95_482031","MGI",1996
"A95_483007","A95_483007","MGI",1996
"A95_485004","A95_485004","MGII",1996
"A95_485008","A95_485008","MGII",1996
"A95_485019","A95_485019","MGII",1996
"A95_485020","A95_485020","MGII",1996
"A95_485023","A95_485023","MGII",1996
"A95_485030","A95_485030","MGI",1996
"A95_581007","A95_581007","MGII",1996
"A95_581009","A95_581009","MGII",1996
"A95_581016","A95_581016","MGII",1996
"A95_581022","A95_581022","MGII",1996
"A95_581028","A95_581028","MGII",1996
"A95_582003","A95_582003","MGII",1996
"A95_582004","A95_582004","MGII",1996
"A95_582006_MGII","A95_582006","MGII",1996
"A95_582019","A95_582019","MGIII",1996
"A95_585061","A95_585061","MGII",1996
"A95_681003","A95_681003","MGIII",1996
"A95_681005","A95_681005","MGIII",1996
"A95_681006","A95_681006","MGIII",1996
"A95_681026","A95_681026","MGIII",1996
"A95_681031","A95_681031","MGIII",1996
"A95_681032","A95_681032","MGIII",1996
"A95_682002","A95_682002","MGIII",1996
"A95_682003","A95_682003","MGIII",1996
"A95_682026","A95_682026","MGIII",1996
"C1930","C1930","MGIII",1996
"C1931","C1931","MGIII",1996
"C1932","C1932","MGIII",1996
"C1933","C1933","MGIII",1996
"C1934","C1934","MGIII",1996
"C1935","C1935","MGIII",1996
"C1936","C1936","MGII",1996
"C1937","C1937","MGII",1996
"C1938","C1938","MGII",1996
"C1939","C1939","MGII",1996
"C1940","C1940","MGIII",1996
"C1941","C1941","MGIII",1996
"C1942","C1942","MGIII",1996
"Darby","Darby","MGIII",1996
"E94080","E94080","MGI",1996
"E94172","E94172","MGII",1996
"E94178","E94178","MGII",1996
"E94207","E94207","MGII",1996
"E94349","E94349","MGII",1996
"E94476","E94476","MGII",1996
"E94487","E94487","MGII",1996
"E94489_MGI","E94489","MGI",1996
"E94517","E94517","MGII",1996
"E94804","E94804","MGII",1996
"HC87_5891","HC87_5891","MGIV",1996
"HC89_82PR","HC89_82PR","MGIV",1996
"HC90_2517","HC90_2517","MGIV",1996
"HC90_3305","HC90_3305","MGIV",1996
"HC91_1662","HC91_1662","MGIV",1996
"HC91_2062","HC91_2062","MGIV",1996
"HC91_3583","HC91_3583","MGIV",1996
"HC91_3672_MGIII","HC91_3672","MGIII",1995
"HC91_3825","HC91_3825","MGIV",1996
"HC91_621","HC91_621","MGIV",1996
"HC92_1013","HC92_1013","MGIV",1996
"HC92_1096","HC92_1096","MGIV",1996
"HC92_145","HC92_145","MGIII",1996
"HC92_151","HC92_151","MGIV",1996
"HC92_1606_MGII","HC92_1606","MGII",1996
"HC92_1616","HC92_1616","MGIV",1996
"HC92_1626","HC92_1626","MGIV",1996
"HC92_165PR","HC92_165PR","MGIII",1996
"HC92_168PR","HC92_168PR","MGIII",1996
"HC92_1701","HC92_1701","MGIV",1996
"HC92_1710","HC92_1710","MGIV",1996
"HC92_1799","HC92_1799","MGII",1996
"HC92_1826","HC92_1826","MGIII",1996
"HC92_1856","HC92_1856","MGIV",1996
"HC92_1857","HC92_1857","MGIV",1996
"HC92_1873","HC92_1873","MGIV",1996
"HC92_1908","HC92_1908","MGIV",1996
"HC92_218","HC92_218","MGIV",1996
"HC92_437","HC92_437","MGIV",1996
"HC92_465","HC92_465","MGIV",1996
"HC92_605","HC92_605","MGIV",1996
"HC92_689","HC92_689","MGIII",1996
"HC92_743","HC92_743","MGIII",1996
"HC92_79PR","HC92_79PR","MGIV",1996
"HC92_84PR","HC92_84PR","MGIV",1996
"HC92_89PR","HC92_89PR","MGIII",1996
"HC92_984","HC92_984","MGIII",1996
"HC94_62PR","HC94_62PR","MGIII",1996
"HC94_69PR","HC94_69PR","MGIII",1996
"HF93_035_MGIII","HF93_035","MGIII",1995
"HF93_038_MGIII","HF93_038","MGIII",1995
"HF93_083_MGIII","HF93_083","MGIII",1995
"HF93_155_MGIII","HF93_155","MGIII",1995
"HF93_194_MGIII","HF93_194","MGIII",1995
"HF94_051","HF94_051","MGII",1996
"HF94_052","HF94_052","MGII",1996
"HF94_090","HF94_090","MGIII",1996
"HF94_139","HF94_139","MGIII",1996
"HF94_155","HF94_155","MGIII",1996
"HF94_161","HF94_161","MGIII",1996
"IA2022_MGIII","IA2022","MGIII",1993
"IA2036","IA2036","MGII",1996
"K1345","K1345","MGIII",1996
"K1346","K1346","MGIII",1996
"K1347","K1347","MGIII",1996
"K1348","K1348","MGIII",1996
"K1349","K1349","MGIII",1996
"K1350","K1350","MGIII",1996
"K1351","K1351","MGIII",1996
"K1352","K1352","MGIV",1996
"K1353","K1353","MGIV",1996
"K1354","K1354","MGIV",1996
"K1355","K1355","MGIV",1996
"K1356","K1356","MGIV",1996
"K1357","K1357","MGIV",1996
"K1358","K1358","MGIV",1996
"K1359","K1359","MGIV",1996
"Ky93_0729","Ky93_0729","MGIV",1996
"LG90_2550","LG90_2550","MGIII",1996
"LG91_7350","LG91_7350","MGIV",1996
"LN89_3502TP","LN89_3502TP","MGIV",1996
"LN92_11498","LN92_11498","MGIII",1996
"LN92_5668","LN92_5668","MGII",1996
"LN92_9082","LN92_9082","MGIV",1996
"LN93_11586","LN93_11586","MGIII",1996
"LN93_11632_MGIII","LN93_11632","MGIII",1996
"LN93_11688","LN93_11688","MGIV",1996
"LN93_11945_MGIII","LN93_11945","MGIII",1996
"LN93_14313","LN93_14313","MGII",1996
"LN93_14340","LN93_14340","MGII",1996
"LN93_14408","LN93_14408","MGII",1996
"LN93_14465","LN93_14465","MGII",1996
"LN93_14534","LN93_14534","MGII",1996
"LN93_14566","LN93_14566","MGII",1996
"LN93_14593","LN93_14593","MGII",1996
"LN93_1859","LN93_1859","MGIV",1996
"LN93_4468","LN93_4468","MGIII",1996
"LN93_5197","LN93_5197","MGIII",1996
"LN93_5265","LN93_5265","MGIII",1996
"LN93_5299","LN93_5299","MGIII",1996
"LN93_6553","LN93_6553","MGIII",1996
"LN93_7027","LN93_7027","MGIII",1996
"LN93_8238","LN93_8238","MGIV",1996
"LN93_8428","LN93_8428","MGIV",1996
"LS93_0232","LS93_0232","MGIV",1996
"LS93_0292","LS93_0292","MGIV",1996
"LS93_0375","LS93_0375","MGIV",1996
"LS93_0575","LS93_0575","MGIV",1996
"LS93_1717","LS93_1717","MGIV",1996
"LS93_2231","LS93_2231","MGIV",1996
"M91_1195_MGI","M91_1195","MGI",1995
"M91_1416_MGI","M91_1416","MGI",1995
"M91_1644_MGI","M91_1644","MGI",1995
"M91_1812","M91_1812","MG0",1996
"M91_1876","M91_1876","MG00",1996
"M91_2006","M91_2006","MG0",1996
"M92_1019","M92_1019","MG0",1996
"M92_1031","M92_1031","MGI",1996
"M92_1174","M92_1174","MG0",1996
"M92_1375","M92_1375","MGI",1996
"M92_1445","M92_1445","MGI",1996
"M92_1449","M92_1449","MGI",1996
"M92_1456","M92_1456","MGI",1996
"M92_1482","M92_1482","MGI",1996
"M92_1605","M92_1605","MGII",1996
"M92_1645","M92_1645","MGI",1996
"M92_1708","M92_1708","MGI",1996
"M92_1730","M92_1730","MGII",1996
"M92_281_MGI","M92_281","MGI",1996
"M92_400","M92_400","MG0",1996
"M92_405","M92_405","MG00",1996
"M92_407","M92_407","MG0",1996
"M92_538","M92_538","MGI",1996
"M92_540_MG0","M92_540","MG0",1996
"M92_542","M92_542","MG0",1996
"M92_547","M92_547","MG0",1996
"M92_586","M92_586","MGI",1996
"M92_590","M92_590","MG0",1996
"M92_592","M92_592","MG0",1996
"M92_597","M92_597","MG0",1996
"M92_623","M92_623","MG0",1996
"M92_64","M92_64","MGI",1996
"M92_647_MG0","M92_647","MG0",1996
"M92_671","M92_671","MG0",1996
"M92_674","M92_674","MG0",1996
"M92_713","M92_713","MGI",1996
"M92_761","M92_761","MG00",1996
"M92_825","M92_825","MG0",1996
"M92_831","M92_831","MGI",1996
"M92_836","M92_836","MGI",1996
"M92_985","M92_985","MGI",1996
"M92_988","M92_988","MG0",1996
"M92_994","M92_994","MGI",1996
"Macon_MGIV","Macon","MGIV",1993
"Marcus95_MGII","Marcus95","MGII",1993
"Md93_5010","Md93_5010","MGIV",1996
"Md93_5488","Md93_5488","MGIV",1996
"ND_M_90_370_MG0","ND_M_90_370","MG0",1995
"ND_M_90_754_MG00","ND_M_90_754","MG00",1995
"ND_M_91_455","ND_M_91_455","MG0",1996
"ND_M_91_468","ND_M_91_468","MG0",1996
"ND_M_92_795","ND_M_92_795","MG0",1996
"ND92_1111","ND92_1111","MG0",1996
"ND92_635","ND92_635","MG0",1996
"ND92_720","ND92_720","MG0",1996
"NE1900_MGII","NE1900","MGII",1996
"NE3399_MGIII","NE3399","MGIII",1995
"NE3400","NE3400","MGIII",1996
"ORC9501","ORC9501","MGI",1996
"ORC9502","ORC9502","MGI",1996
"ORC9505","ORC9505","MGI",1996
"ORC9508","ORC9508","MGIII",1996
"S92_2712","S92_2712","MGIV",1996
"SD_M_93_3439","SD_M_93_3439","MGI",1996
"SD_M_93_3515","SD_M_93_3515","MGII",1996
"SD_M_93_3524","SD_M_93_3524","MGI",1996
"SD_M_93_60","SD_M_93_60","MGI",1996
"SD_M_93_905","SD_M_93_905","MGI",1996
"SD_M_93_986","SD_M_93_986","MGI",1996
"SD_ND_93_5721","SD_ND_93_5721","MG0",1996
"SD_ND_93_5810","SD_ND_93_5810","MG0",1996
"SD_ND_93_5937","SD_ND_93_5937","MGI",1996
"SD_ND_93_6072","SD_ND_93_6072","MG0",1996
"SD93_1037","SD93_1037","MGI",1996
"SD93_1040","SD93_1040","MG0",1996
"SD93_1157","SD93_1157","MGII",1996
"SD93_1175","SD93_1175","MGII",1996
"SD93_1188","SD93_1188","MGII",1996
"SD93_1298","SD93_1298","MG0",1996
"SD93_1338","SD93_1338","MGII",1996
"SD93_1387","SD93_1387","MGI",1996
"SD93_1413","SD93_1413","MGII",1996
"SD93_1534","SD93_1534","MGI",1996
"SD93_472","SD93_472","MGI",1996
"SD93_490","SD93_490","MGI",1996
"SD93_492","SD93_492","MG0",1996
"SD93_574","SD93_574","MGI",1996
"SD93_828","SD93_828","MGII",1996
"SD93_851","SD93_851","MGII",1996
"SD93_863","SD93_863","MG0",1996
"SS1386_5_2","SS1386_5_2","MGIV",1996
"SS87_2673","SS87_2673","MGIV",1996
"SS91_4587","SS91_4587","MGIII",1996
"SS91_6611","SS91_6611","MGIV",1996
"SS91_6655","SS91_6655","MGIII",1996
"SS91_7326","SS91_7326","MGIV",1996
"SS92_1698","SS92_1698","MGIII",1996
"SS92_2060","SS92_2060","MGIII",1996
"SS92_6010","SS92_6010","MGIII",1996
"SS92_6997","SS92_6997","MGIII",1996
"SS92_7243","SS92_7243","MGIII",1996
"SS92_9047_MGIII","SS92_9047","MGIII",1996
"SS92_9082","SS92_9082","MGIV",1996
"SS92_9933","SS92_9933","MGIV",1996
"SS93_4165","SS93_4165","MGIII",1996
"SS93_4184","SS93_4184","MGIII",1996
"SS93_4856","SS93_4856","MGIV",1996
"SS95_1000","SS95_1000","MGIII",1996
"U94_2236_MGIII","U94_2236","MGIII",1995
"U94_2429_MGIII","U94_2429","MGIII",1995
"U94_2529_MGIII","U94_2529","MGIII",1995
"U94_2629_MGIII","U94_2629","MGIII",1995
"U95_2113","U95_2113","MGII",1996
"U95_2114","U95_2114","MGII",1996
"U95_2135","U95_2135","MGII",1996
"U95_2219","U95_2219","MGII",1996
"U95_2233","U95_2233","MGII",1996
"U95_2236","U95_2236","MGII",1996
"U95_2336","U95_2336","MGII",1996
"U95_2417","U95_2417","MGII",1996
"U95_2420","U95_2420","MGII",1996
"U95_2422","U95_2422","MGII",1996
"U95_2424","U95_2424","MGII",1996
"U95_2435","U95_2435","MGII",1996
"U95_2723","U95_2723","MGII",1996
"U95_3135","U95_3135","MGIII",1996
"U95_3213","U95_3213","MGIII",1996
"U95_3308","U95_3308","MGIII",1996
"U95_3323","U95_3323","MGIII",1996
"U95_3420","U95_3420","MGIII",1996
"U95_3435","U95_3435","MGIII",1996
"U95_3708","U95_3708","MGIII",1996
"U95_3734","U95_3734","MGIII",1996
"U95_3735","U95_3735","MGIII",1996
"V92_0847","V92_0847","MGIV",1996
"Westag97","Westag97","MGI",1996
"A95_582006_MGI","A95_582006","MGI",1996
"A96_491024","A96_491024","MGI",1997
"A96_491070","A96_491070","MGI",1997
"A96_492041","A96_492041","MGI",1997
"A96_492058","A96_492058","MGI",1997
"A96_492059","A96_492059","MGI",1997
"A96_492060","A96_492060","MGII",1997
"A96_492061","A96_492061","MGI",1997
"A96_494017","A96_494017","MGI",1997
"A96_494025","A96_494025","MGI",1997
"A96_591017","A96_591017","MGIII",1997
"A96_591037","A96_591037","MGII",1997
"A96_591061","A96_591061","MGIII",1997
"A96_591071","A96_591071","MGII",1997
"A96_591072_MGIII","A96_591072","MGIII",1997
"A96_591076","A96_591076","MGII",1997
"A96_597010","A96_597010","MGII",1997
